id,labels
375362,2 5 6
171782,2 5 6
459196,2 5 6
427241,2 5 6
355368,1 2 4 5 6 7
100449,0 3 5 8
144014,2 5 6 8
357818,2 5 6 8
374375,1 2 3 5 6 7
362407,1 2 4 5 6
350712,1 2 4 5 6
31843,1 2 4 5 6
31810,1 2 4 5 6
101445,0 3 8
101503,1 2 4 5 6
441536,1 2 4 5 6
398457,1 2 4 5 6
441216,2 3 4 5 6 8
407648,2 3 4 5 6 8
365337,3 8
158126,1 2 3 4 5 6 7
204427,1 2 4 5 6 7
49057,1 2 4 5 6 7
163198,1 2 4 5 6 7
206067,3 5
283799,3 5
176123,0 3 8
153024,1 2 4 5 6 7 8
232913,1 2 4 5 6 7 8
41557,1 2 4 5 6 7 8
412843,1 2 4 5 6 7 8
10216,1 2 4 5 6 7 8
178984,1 2 4 5 6 7 8
383582,1 2 4 5 6 7 8
33056,1 2 4 5 6 7 8
424668,1 2 4 5 6 7 8
252187,1 2 4 5 6 7
271188,1 2 5 6 7
88249,1 2 5 6 7
269592,1 2 5 6 7
236519,0 1 5 6 8
130067,0 1 2 3 5 6 8
128979,0 1 2 3 5 6 8
242070,0 1 2 3 5 6 8
69062,0 3 6
270564,0 3 6
269482,0 3 6
84193,0 3 6
412525,6 8
126849,6 8
411862,6 8
168909,2 3 5 6 8
320849,1
241379,1 2 5 6 8
352756,1 2 5 6 8
117010,1 2 5 6 8
276175,3 7 8
288252,3 6 8
44829,1 2 4 5 6 7
269488,6 8
173026,6 8
353117,6 8
2920,6 8
340217,6 8
372277,6 8
308528,0 8
282192,0 8
100513,5 6
55212,0 8
156244,1 2 5 6 7 8
256287,1 2 5 6 7 8
73708,1 2 5 6 7 8
343798,1 2 5 6 7 8
76986,1 2 4 5 6 7
36902,0 3 8
201148,1 2 3 4 5 6 7
54211,1 2 4 5 6 7
214841,1 2 4 5 6 7
255986,3 5 6 8
222668,1 2 4 5 6 7
218888,1 2 4 5 6 7
387421,1 2 4 5 6 7
96793,2 3 5 6
118278,3 8
366484,1 2 3 5 6 7
457812,0 3 5 8
196824,2 3 5 6 8
194686,1
108607,2 3 5 6 8
84915,1 2 3 4 5 6 7
193110,1 2 3 4 5 6 7
85542,3 5 6 8
341652,0 1 2 3 4 5 6 7
97059,0 3 8
463854,2 3 5 6 8
190525,3 5 8
321577,0 1 2 5 6 7
139794,0 1 2 3 4 5 6 7
370319,0 3 8
377873,0 3 8
261958,0 8
435735,1 2 4 5 6
442812,1 2 4 5 6
231187,1 2 4 5 6
392697,0 3 8
104449,1 2 4 5 6 7
349400,1 2 4 5 6
261341,1 2 4 5 6
294050,0 3 8
462378,1 2 3 5 6 8
353015,0 3 8
89184,1 2 3 5 6 8
232968,0 3 8
286054,0 3 8
319435,0 3 8
78335,0 3 8
459198,1
231237,1 2 5 6 7
271358,1 2 5 6 7
157892,1 2 5 6 7
343026,1 2 5 6 7
102969,0 3 8
121430,8
165805,0 3 8
127096,0 8
179018,1 2 4 5 6 7
115416,0 3 8
134906,0 3 8
64941,0 3 8
207304,0 3 8
176525,0 3 8
197347,3 5 6 8
100051,3 5 6 8
307110,3 5 6 8
314499,3 5 6 8
414681,3 5 6 8
49147,0 3 8
289067,3 8
121299,0 3 8
178404,0 3 8
226350,2 4 5 6 7
224708,3 8
222717,0 3 8
415448,1 2 4 5 6 7
355304,1 2 4 5 6 7
403927,0 2 3 5 6 8
383247,1 2 4 5 6 7
169989,1 2 4 5 6 7
198001,1 2 3 5 6 7
299947,0 8
65043,1 2 3 4 5 6
231046,1 2 3 4 5 6
307349,1 2 3 4 5 6
161855,5 8
446977,0 3 5
8792,1 2 3 5 6
339040,6
316523,1 2 3 5 6 8
313490,1 2 3 5 6 8
80817,2 8
379157,1 2 5 6 8
3165,1 2 3 4 5 6
344910,6 8
212231,0 1 2 5 6 8
260841,3 8
208356,0 8
303612,0 8
237376,1 2 4 5 6
166485,1 2 4 5 6
202071,1 2 4 5 6
99096,1 2 4 5 6
64428,1 2 4 5 6
112811,1 2 4 5 6
444379,1 2 4 5 6
403705,0 8
257121,1 2 4 5 6 7
364512,1 2 3 4 5 6
289919,1 2 3 4 5 6
205298,1 2 3 4 5 6
468939,1 2 3 4 5 6
394943,1 2 3 5 6 7
79335,1 2 3 5 6 7
68275,1 2 3 5 6 7
149791,1 2 3 5 6 7
218214,1 2 3 5 6 7
62211,1 2 3 5 6 7
392206,0 3 8
395374,1 2 3 4 5 6 7
345536,1 2 3 4 5 6 7
66773,1 2 3 4 5 6 7
407485,1 2 3 4 5 6 7
5473,6
314193,1 2 3 4 5 6 7
30714,1 2 3 4 5 6 7
38129,1 2 3 4 5 6 7
300189,1 2 3 4 5 6 7
404692,1 2 3 4 5 6 7
17182,1 2 3 4 5 6 7
39023,1 2 3 4 5 6 7
65375,3 5 6
274062,3 5 6
180927,3 5 6
5368,5 8
42798,1 2 4 5 6 7
218666,1 2 4 5 6 7
83563,1 2 4 5 6 7
337805,1 2 4 5 6 7
79122,1 2 4 5 6 7
437789,0 1 3 5 6 8
92577,1 2 4 5 6 7 8
292860,1 2 4 5 6 7 8
191797,1 2 4 5 6 7 8
274699,0 3 8
348647,0 3 8
441438,1 2 4 5 6 7
99502,1 2 4 5 6 7
355998,0 8
8463,0 8
21433,0 8
335171,3 5
322817,0 8
375004,6 8
76537,8
142741,8
176493,6 8
222216,1 2 3 5 6
396772,3 6 8
113818,3 6 8
283306,3 6 8
73715,0 1 5 6
3508,0 1 5 6
312870,0 1 5 6
316777,6 8
308078,1 2 3 5 6 8
143093,1 2 3 5 6 8
308656,1 2 3 5 6 8
334025,5 6 8
285465,1 2 3 4 5 6 7
303867,0 8
83371,0 3 8
109485,0 5 8
8146,0 8
197716,1 2 5 6 8
899,1 2 5 6 8
272007,0 8
217476,6 8
383908,6 8
366859,3 8
251834,1 2 3 5 6 7
453515,1 2 3 5 6 7
148488,1 2 5 6 8
410776,0 3 5 6 8
381449,5 6 8
326680,0 3 5 6 8
207646,0 3 5 6 8
58234,0 8
142497,0 3 5 6 8
189034,0 3 5 6 8
173120,0 3 5 6 8
116177,8
300808,0 8
200781,1 2 4 5 6 7 8
120654,1 2 3 5 6 7
344360,1 2 4 5 6 7 8
470307,1 2 4 5 6 7 8
361275,0 8
7588,0 8
242932,0 3 5 8
218473,0 3 5 8
100966,0 3 5 8
191626,1 6 8
114214,6 8
26365,1 6 8
123867,1 6 8
289245,6 8
121261,1 6 8
304822,1 6 8
126264,1 6 8
328088,1 6 8
209011,6 8
203530,1 6 8
7838,1 6 8
136393,1 6 8
230976,1 6 8
445365,1 6 8
424559,6 8
12352,1 6 8
423619,1 6 8
34217,1 6 8
318097,1 6 8
151401,1 6 8
211704,6 8
29333,6 8
213085,6 8
223708,0 3 8
19909,1 2 3 4 5 6 7
4090,1 2 3 4 5 6 7
265559,1 2 3 4 5 6 7
162469,1 2 3 4 5 6 7
132747,1 2 3 4 5 6 7
206506,1 2 3 4 5 6 7
257274,1 2 3 4 5 6 7
356184,1 2 3 4 5 6 7
458216,1 2 3 4 5 6 7
460906,1 2 3 4 5 6 7
105645,1 2 3 4 5 6 7
421073,1 2 3 4 5 6
285813,1 2 3 4 5 6
273588,1 2 3 4 5 6
230042,1 2 3 4 5 6
338780,1 2 5 6 7
345167,1 2 4 5 6 7
230021,1 2 4 5 6 7
309628,1 2 3 5 6 7
320766,1 2 4 5 6 7
265158,1 2 4 5 6 7
44567,0 3 8
117809,1 2 3 4 5 6 7
340667,1 2 3 4 5 6 7
106068,1 2 3 4 5 6 7
377699,1 2 3 4 5 6 7
117193,1 2 3 4 5 6 7
122457,1 2 3 4 5 6 7
102647,1 2 3 4 5 6 7
394828,1 2 3 4 5 6 7
363516,1 2 3 4 5 6 7
294560,1 2 3 5 6 8
365509,1 2 3 4 5 6
144613,1 5 6 7
83927,1 2 4 5 6
26548,0 5 6 8
67337,0 1 8
134095,1 2 4 5 6 7
311183,1 2 4 5 6
449038,1 2 4 5 6
241619,2 3 5 6 8
309989,6 8
164028,6 8
399282,6 8
250552,6 8
345807,6 8
340514,1 2 4 5 6 7
301954,1 2 3 4 5 6 7
443800,6 8
13025,1 2 3 5 6
41664,1 2 4 5 6 7
399130,0 6 8
41333,5 8
109625,1 2 4 5 6 7
175044,1 2 4 5 6 7
184263,1 2 4 5 6 7
451913,1 2 4 5 6 7
43928,1 2 4 5 6 7
298056,1 2 4 5 6 7
241175,1 2 4 5 6 7
137082,1 2 4 5 6 7
83865,1 2 4 5 6 7
245322,1 2 4 5 6 7
375430,1 2 4 5 6 7
64632,1 2 4 5 6 7
465406,1 2 4 5 6 7
196829,0 2 3 5 6
246040,1 2 4 5 6 7
388375,0 1 5 8
3761,0 1 5 8
152829,0 1 5 8
153569,1 2 4 5 6 7
263761,1 2 4 5 6 7
56596,1 2 4 5 6 7
233357,1 2 4 5 6 7
335316,1 2 4 5 6 7
229835,1 2 4 5 6 7
224862,1 2 3 4 5 6 7 8
336844,3 8
187591,3 8
56305,3 8
448080,3 8
134976,0 2 5 6 8
73488,0 2 5 6 8
232373,0 2 5 6 8
151580,1 2 3 4 5 6 7
362746,1 2 3 4 5 6 7
380286,1 2 3 4 5 6 7
455190,3 5
416405,3 5
242588,1 2 4 5 6 8
350674,1 2 4 5 6 8
1399,6 8
166168,6 8
208012,6 8
270967,0 3 8
359088,1 2 4 5 6 8
4840,6 8
362089,1 2 3 5 6
241623,1 2 3 5 6 7
69677,1 2 4 5 6
105575,1 2 4 5 6
141816,1 2 4 5 6 7
249968,1 2 5 6 7 8
265582,1 2 5 6 7 8
44877,1 2 5 6 7 8
4349,1 2 5 6 7 8
196931,1 2 5 6 7 8
248011,1 2 5 6 7 8
263075,1 2 5 6 7 8
2578,0 1 6 8
56752,1 2 5 6 7 8
450403,0 1 6 8
172953,1 2 4 5 6 8
58693,1 2 4 5 6 8
239166,2 3 5 6 8
79754,2 3 5 6 8
246793,2 3 5 6 8
8989,2 3 5 6 8
151400,2 3 5 6 8
305450,2 3 5 6 8
425100,1 2 3 5 6 7
260872,1 2 3 5 6 7
245940,1 2 3 5 6 7
366987,1 2 3 5 6 7
349071,8
345902,1 2 4 5 6 7
59178,1 2 4 5 6 7
147791,1 2 4 5 6 7
47240,1 2 4 5 6 7
267249,8
440099,6 8
277893,6 8
402548,6 8
224485,1 2 4 5 6 7
399677,1 2 4 5 6 7
119193,1 2 4 5 6 7
466220,1 2 4 5 6 7
143281,1 2 4 5 6 7
410609,1 2 3 4 5 6 7
386353,1 2 3 4 5 6 7
441642,1 2 4 5 6 7
30067,1 2 4 5 6 7
11968,6 8
241542,6 8
427035,1 5 6
463414,1 5 6
56834,1 5 6
100072,1 5 6
271731,1 5 6
449946,2 3 5 6
426209,6 8
242434,2 3 5 6
440618,0 1 3 5 8
263230,8
107307,0 8
249222,0 8
377130,0 3 8
370637,0 1 8
357790,2 5 6 8
167809,2 5 6 8
189277,0 2 3 5 6 8
157719,3 8
110668,1 3 5 8
467031,0 1 8
360847,0 3 8
83344,0 3 8
384963,0 3 8
182369,0 3 8
44810,0 3 5
115888,0 1 8
389181,2 3 4 5 6 7 8
312621,2 3 4 5 6 7 8
123466,2 3 4 5 6 7 8
289416,0 3 8
113538,6 8
180054,6 8
195610,0 3 8
3146,6 8
441796,1 2 3 4 5 6 7
42340,0 8
452653,0 3 8
199369,0 3 8
282031,0 3 8
403937,3 5 6 8
7572,0 1 2 3 5 6 8
293297,0 3 8
66799,8
193937,8
270994,8
330885,0 1 2 3 4 5 6 7
6951,0 2 3 5 6 8
125365,0 2 3 5 6 8
341022,0 2 3 5 6 8
206141,0 1 3 5 8
20876,0 3 8
463530,0 1 2 5 6 8
327158,1 2 4 5 6 7 8
462657,0 1 2 5 6 8
196717,1 2 4 5 6 7 8
163817,1 2 4 5 6 7 8
156587,1 2 4 5 6 7
70152,0 8
143762,0 8
22891,1 2 4 5 6 7 8
156742,0 1 5 8
435320,0 3 5 6
280268,6
376484,1 2 4 5 6 7
465858,1 2 4 5 6 7
400661,1 2 4 5 6 7
215263,1 2 4 5 6 7
321012,0 3 8
303547,0 3 8
355734,0 3 8
264136,1 2 3 5 6 7 8
460875,1 2 5 6
258189,1 2 4 5 6
128575,1 2 4 5 6
172981,1 2 4 5 6
371671,1 2 4 5 6
77752,1 2 4 5 6
420667,1 2 3 4 5 6 7
140754,1 2 3 4 5 6 7
441029,1 2 3 4 5 6 7
403959,1 2 3 4 5 6 7
47937,1 2 3 4 5 6 7
229940,1 2 3 4 5 6 7
235734,1 2 3 4 5 6 7
14112,1 2 4 5 6 7
20493,1 2 4 5 6 7
70806,1 2 4 5 6 7
121370,1 2 4 5 6 7
396036,0 1 5 6
393729,1 2 4 5 6 7
375149,1 2 4 5 6 7
410743,1 2 4 5 6 7
458588,1 5 6
324220,1 2 3 4 5 6 7 8
441244,1 2 3 4 5 6 7
467305,1 2 3 4 5 6 7
457294,1 2 3 4 5 6 7
327478,1 2 3 4 5 6 7 8
190248,1 2 3 4 5 6 7 8
185829,1 2 3 4 5 6 7 8
135286,2 3 5 6 8
302639,2 3 5 6 8
419738,1 2 5 6 8
340023,1 2 3 4 5 6 7 8
235214,1 2 3 4 5 6 7 8
75708,1 2 5 6 8
317413,1 2 3 4 5 6 7 8
362825,1 2 3 4 5 6 7 8
20732,1 2 5 6 8
285375,1 2 3 5 6
396572,1 2 3 5 6
375336,0 2 3 5 6
9417,0 1 2 3 5 6 8
302961,1 2 3 4 5 6 7 8
407472,0 1 2 3 5 6 8
275128,1 2 3 4 5 6 7 8
204360,1 2 3 4 5 6 7 8
102880,1 2 5 6 8
332866,0 3 5 8
281837,1 2 3 5 6 7
196749,1 2 3 5 6 7
268893,1 2 5 6 8
25014,2 3 5 6
133800,0 3 8
275556,0 3 8
303317,0 3 8
469953,0 3 8
67347,0 3 8
47730,1 2 3 5 6 8
280008,1 2 3 5 6 8
358325,1 2 4 5 6 7
214372,1 2 5 6 8
430467,1 2 5 6 8
77821,1 2 5 6 8
183881,0 3 8
268363,0 3 8
55927,0 3 8
312905,0 3 8
276617,0 3 8
240763,1 2 3 4 5 6 7
57959,1 2 4 5 6 7
217986,5 6 8
162812,5 6 8
271938,2 4 5 6 7
308189,1 2 4 5 6
115896,1 2 4 5 6
23004,1 2 4 5 6
355450,1 2 4 5 6
310982,1 2 4 5 6
177180,1 2 4 5 6
456319,5 8
4615,6 8
217911,6 8
157046,6 8
271058,6 8
277574,6 8
293768,3 5 8
109188,1 2 4 5 6 7 8
413629,1 2 4 5 6 7 8
375406,1 2 4 5 6 7 8
156705,8
362026,1 2 3 4 5 6 7 8
388541,1 2 5 6 7
366904,1 2 5 6 7
187773,1 2 3 4 5 6 7 8
285779,1 2 3 4 5 6 7 8
341700,2 3 5 6
340393,3 8
317928,5 6 8
449149,5 6 8
272752,1 2 4 5 6 7
470225,1 2 4 5 6 7
111836,1 2 4 5 6 7
124450,1 2 4 5 6 7
289379,0 2 5 6 8
72744,0 2 5 6 8
60907,2 3 4 5 6 7
289552,1 2 3 5 6 7
386068,1 2 3 5 6 7
89452,1 2 3 4 5 6 7
253110,8
183650,0 3 5 8
366314,1 3 6 8
8880,1 3 6 8
306104,1 3 6 8
407069,1 3 6 8
248003,0 2 3 5 6 8
83835,1 3 5 6
148169,1 2 4 5 6 7 8
155508,1 2 4 5 6 7 8
377683,1 2 4 5 6 7 8
16830,0 3 8
94951,0 2 3 5 6 8
422697,1 2 4 5 6 7 8
165841,1 2 4 5 6 7 8
387568,1 2 3 4 5 6
237372,1 2 4 5 6 7
268220,1 2 3 5 6 7
328540,0 6 8
12966,1 2 3 4 5 6 7
332215,1 2 3 4 5 6 7
117450,1 2 4 5 6 7 8
304703,1 2 4 5 6 7 8
84838,1 2 3 4 5 6 7
415286,0 3 5 8
435195,1 2 4 5 6
241368,1 2 4 5 6 7 8
80664,1 2 4 5 6 7 8
153375,0 2 5 6 8
212768,1 2 3 4 5 6 7
79212,1 2 4 5 6 7 8
104077,2 4 5 6 7 8
468415,1 2 5 6 8
161197,1 2 3 4 5 6 7
253760,8
30497,1 2 3 4 5 6 7
378001,1 2 3 4 5 6 7
102886,1 2 3 4 5 6 7
178700,1 2 3 4 5 6 7
56458,1 2 4 5 6 7
157616,1 2 4 5 6 7
181292,1 2 4 5 6 7
428143,1 2 4 5 6 7
386862,3 6 8
289028,0 2 3 8
295912,1 2 4 5 6 7
426773,1 2 4 5 6 7
219252,2 3 5 6 8
210982,2 3 5 6 8
360978,1 2 5 6 7
418873,1 2 5 6 7
804,5 8
192144,0 2 3 8
293156,0 2 3 8
234988,1 2 4 5 6 7
152424,1 2 4 5 6 7
435657,1 2 4 5 6 7
129420,2 6
428059,1 2 4 5 6 7
417549,1 2 4 5 6 7
18172,1 2 4 5 6 7
119714,1 2 4 5 6 7
282253,1 2 4 5 6 7
350687,1 2 4 5 6 7
322436,1 2 4 5 6 7
210536,1 2 4 5 6 7
408036,8
371685,3 5 6 8
433350,1 2 4 5 6 7
46374,1 2 4 5 6 7
34883,1 2 4 5 6 7
220683,0 8
416391,0 2 3 6 8
260598,0 3 5 8
445908,1 2 3 5 6 7 8
410128,1 2 3 5 6 7 8
296954,5 8
79318,0 1 2 3 5 6 7 8
407099,0 3 8
272515,0 6 8
87982,1 2 4 5 6 7 8
403849,0 3 5
467767,1 2 4 5 6 7 8
396742,1 2 5 6
213661,1 2 5 6
162977,1 5 6
245414,1 2 4 5 6 7 8
388206,1 2 4 5 6 7 8
315303,1 2 4 5 6 7 8
6065,1 2 4 5 6 7 8
166706,1 2 4 5 6 7 8
99384,2 3 5 6 8
377881,0 5 8
398344,0 5 8
42963,0 5 8
293695,3 8
121672,1 2 3 5 6 7
82161,2 6 8
436976,3 8
364735,1 5 6
457069,1 5 6
47677,1 5 6
163967,0 1 8
115377,1 3 5 6 8
200718,1 3 5 6 8
292507,1 3 5 6 8
287806,1 2 3 5 6 8
368629,0 8
294362,1 2 4 5 6 7
412359,1 2 4 5 6 7
19326,1 2 4 5 6 7
352650,0 2 3 5 6 8
8789,0 2 3 5 6 8
175032,2 5 6 8
343787,2 5 6 8
155559,2 5 6 8
418865,8
90192,0 2 3 5 6 8
409966,0 2 3 5 6 8
313642,0 2 3 6 8
449925,0 3 5 6 8
162891,1 2 3 4 5 6 7
146320,1 2 3 4 5 6 7
138659,1 2 3 4 5 6 7
21727,1 2 3 4 5 6 7
17612,1 2 3 4 5 6 7
282651,1 2 3 4 5 6 7
414186,1 2 3 4 5 6 7
350742,1 2 3 4 5 6 7
122706,3 8
338504,1 2 3 5 6 7
81391,1 2 4 5 6 7
3451,1 2 4 5 6 7
194429,1 2 4 5 6 8
175493,1 2 4 5 6 8
193224,1 2 4 5 6 8
37244,1 2 5 6 8
238605,6 8
331586,2 5 6
70807,1 5 6 8
366645,1 5 6 8
17943,1 5 6 8
221432,1 5 6 8
103261,3 8
362783,1 2 3 4 5 6
149342,1 2 3 5 6
451400,1 2 3 5 6
21072,1 2 4 5 6 7
211165,1 2 3 5 6 8
52104,1 2 4 5 6 7
321708,3 8
306469,1 2 4 5 6
385409,1 2 4 5 6
50106,1 2 3 4 5 6
156383,1 2 4 5 6
322959,1 2 4 5 6
41938,1 2 3 4 5 6 7 8
438409,1 2 3 4 5 6 7 8
24829,0 3 8
104398,0 8
115502,0 8
355933,1 2 3 4 5 6 7
126687,0 3 8
97636,1 2 4 5 6
200913,1 2 3 4 5 6 7
108782,1 2 3 4 5 6 7
141514,1 2 3 4 5 6 7
1784,0 2 3 5 6 8
40224,0 2 3 5 6 8
145778,1 2 3 4 5 6
198646,1 2 3 4 5 6 7
297588,0 1 2 5 6 8
209199,0 1 2 5 6 8
142515,0 1 2 5 6 8
237289,0 1 2 5 6 8
33121,0 1 2 5 6 8
356961,0 1 2 5 6 8
406932,1 2 4 5 6 7
351588,1 2 4 5 6 7
403727,1 2 4 5 6 7
56384,1 2 4 5 6 7
75663,1 2 4 5 6 7
130468,1 2 4 5 6 7
222950,1 2 4 5 6 7
261984,0 3 5 8
66624,1 3 5 6
185528,1 2 4 5 6
37542,1 2 4 5 6
11364,1 2 4 5 6
172411,0 2 3 5 6 8
163825,0 2 3 5 6 8
424118,0 2 3 5 6 8
73028,6 8
435455,6 8
11121,0 1 2 3 5 6 8
14810,0 1 2 3 5 6 8
201669,1 2 5 6 8
106583,1 2 3 4 5 6 7
326536,1 2 3 4 5 6 7
411377,1 2 3 4 5 6 7
80548,1 2 3 4 5 6 7
75784,1 2 4 5 6
297607,1 2 4 5 6 7
90654,6 8
407248,6 8
2057,6 8
318549,6 8
141072,1 2 4 5 6 7
42893,3 5 6 8
179671,3 5 6 8
130638,6 8
184804,6 8
162014,6 8
207124,0 3 8
76122,6 8
464018,1 4 5 6 8
144910,1 4 5 6 8
75595,1 2 4 5 6
43652,3 5 6 8
36881,0 8
98501,0 8
415653,0 8
215060,0 8
280325,3
20396,0 3 8
139136,0 3 8
23363,3 8
98197,3 8
236629,1 2 3 5 6 7
9332,1 3 5 8
26574,5 8
215284,0 3 5 6 8
221274,1 2 4 5 6 7
254079,0 1 2 5 6 8
424757,0 8
436991,0 1 2 5 6 8
402339,1 2 3 5 6
130172,0 3 8
241964,0 3 8
429839,2 3 5 6
10718,3 5 6 8
75255,3 5 6 8
44520,1 2 5 6
133483,1 2 5 6
66002,1 2 5 6
452549,3 5 6 8
271699,1 2 5 6
68790,3 5 6 8
324828,1 2 5 6
290009,1 2 5 6
105744,1 2 5 6
133228,3 5 6 8
155102,1 2 5 6
140476,3 5 6 8
224995,3 5 6 8
247136,3 5 6 8
208559,3 5 6 8
64173,3 5 6 8
251812,1 2 4 5 6 7
289312,1 2 4 5 6 7
400186,1 2 4 5 6 7
7093,3 5 6 8
39536,3 5 6 8
204064,3 5 6 8
445483,3 5 6 8
285612,3 5 6 8
247100,3 5 6 8
25969,3 5 6 8
462666,1 2 4 5 6 7
358368,8
299150,0 3 8
53777,0 3 8
197267,0 3 8
183996,0 6 8
299220,0 6 8
37506,0 6 8
463126,0 6 8
427882,0 5 8
198146,0 6 8
165888,0 6 8
60326,2 5 6 8
338988,6 8
195199,5 8
368770,5 8
253096,6 8
224947,6 8
173821,0 3 8
347582,8
189705,0 3 5 8
264925,0 3 8
425716,0 3 8
53593,0 3 8
464088,1 2 4 5 6 7
450241,1 2 4 5 6 7
157694,1 2 5 6 8
221150,8
93505,1 2 3 4 5 6
292342,5 8
13732,5 8
247276,1 2 4 5 6 8
123450,1 2 3 4 5 6 7
451017,1 2 3 4 5 6 7
247018,1 2 3 4 5 6 7
461943,1 2 4 5 6 7
149089,1 2 3 4 5 6 7 8
45693,0 3 8
77530,1 5 6
175957,1 5 6
451309,1 5 6
432261,0 8
455498,1 2 4 5 6 7
230880,3 5 6 7
185574,0 2 5 6 8
172665,1 2 4 5 6 7
185909,1 2 3 4 5 6 7 8
471685,3 5 6 7
386623,1 2 3 4 5 6 7
26368,1 2 3 4 5 6 7
327963,1 2 3 4 5 6 7
363962,1 2 3 4 5 6 7
175575,1 2 3 4 5 6 7
393417,1 2 3 4 5 6 7
223919,1 2 4 5 6 7 8
231362,1 2 4 5 6 7 8
6071,3 5 6 8
157474,1 2 5 6 7 8
391223,1 2 3 4 5 6 7
236224,1 2 3 4 5 6 7
246237,1 2 3 4 5 6 7
59186,1 2 3 4 5 6
7184,1 2 3 5 6
22999,0 3 5
342556,1 2 4 5 6
340769,1 2 4 5 6
270387,1 2 3 5 6
97179,1 2 4 5 6
406463,1 2 3 4 5 6 7
79056,1 2 4 5 6 7
433536,1 2 4 5 6
376819,8
387455,1 2 3 4 5 6 7
347444,8
236678,8
461128,0 3 8
356865,8
101844,8
299843,1 2 3 4 5 6 7
132708,0 5
262123,1 2 3 5 6 8
332583,1 2 3 5 6 8
154757,1 2 4 5 6
129145,1 2 4 5 6
224761,1 5 6 8
395661,0 5
459036,2 3 5 6 8
197642,2 3 5 6 8
190917,2 3 5 6 8
194218,2 3 5 6 8
317081,1 2 4 5 6
409923,1 2 4 5 6
248777,0 8
98632,1 2 3 6 8
252436,1 2 4 5 6
27196,1 2 3 6 8
57872,1 2 3 6 8
349902,1 2 4 5 6
445750,1 2 4 5 6 7
409900,1 2 3 4 5 6
416705,0 1 2 5 6 8
409333,0 1 2 5 6 8
115723,1 2 3 4 5 6 7
18244,0 1 2 5 6 8
78289,1 2 4 5 6 7
463104,1 4 5 6 7 8
178326,1 2 4 5 6 7
152266,1 2 4 5 6 7
160408,1 2 4 5 6 7
92740,1 2 4 5 6 7
401888,1 2 4 5 6 7
246279,1 2 4 5 6 7
157214,1 2 3 5 6 8
410317,1 2 4 5 6 7
275521,1 2 3 4 5 6 7
77339,1 2 5 6 7 8
434500,1 2 3 4 5 6
177660,1 2 4 5 6 7
11068,1 2 4 5 6 7
268314,1 2 5 6 8
265115,1 2 5 6 8
153168,1 2 3 4 5 6 7
98509,1 2 4 5 6 7
219628,1 2 3 4 5 6 7
65999,1 2 3 4 5 6 7
288813,1 2 3 4 5 6 7
125953,1 2 5 6 8
23807,0 3 5
136433,1 2 4 5 6 7
361666,1 2 4 5 6 7
110820,1 2 4 5 6 7
168961,1 2 4 5 6 7
102947,1 2 4 5 6 7
210045,1 2 4 5 6 7
412091,1 2 4 5 6 7
76595,1 2 4 5 6 7
1407,1 2 4 5 6 7
204029,3 8
174281,3 8
192750,1 2 3 4 5 6 7
129762,1 2 4 5 6 7
295819,1 2 3 4 5 6 7
398138,1 2 3 4 5 6 7
187316,1 2 4 5 6 7
66822,1 2 3 5 6 8
378099,1 2 3 5 6 8
229495,1 2 3 5 6 8
114937,1 2 3 4 5 6
395792,1 2 3 4 5 6
35055,1 2 3 4 5 6
329978,3 5 8
94658,1 2 3 4 5 6
210564,3 5 8
356304,1 2 3 4 5 6
169264,1 2 4 5 6 7
74822,1 2 3 4 5 6
201128,1 2 3 4 5 6
301076,3 5 8
389773,1 2 4 5 6 7 8
464291,1 2 4 5 6 8
291048,1 2 4 5 6 8
200371,1 2 4 5 6
181433,1 2 4 5 6
344634,1 2 4 5 6
390105,1 2 4 5 6
369248,1 2 4 5 6
461547,1 2 4 5 6
16447,1 2 4 5 6
239595,1 2 4 5 6
433795,1 2 4 5 6
273887,1 2 4 5 6
147478,1 2 3 4 5 6 7
70163,0 1 3 5 6
172746,0 1 3 5 6
112352,1 2 4 5 6 7
317747,1 2 4 5 6 7
198240,1 2 4 5 6 7
426260,1 2 4 5 6 7
23476,1 2 4 5 6 7
462243,1 2 4 5 6 7
138313,1 2 4 5 6 7
333135,1 2 4 5 6 7
342526,3 5 6 7 8
433053,1 2 4 5 6 7
344491,1 2 4 5 6 7
470446,1 2 4 5 6 7
332776,1 2 4 5 6 7
135623,8
469720,8
284002,1 2 3 5 6 7
195922,0 5 6 8
328997,1 2 3 4 5 6 7 8
471905,1 2 3 4 5 6 7 8
87285,6 8
403430,1 2 4 5 6 7
69177,1 2 4 5 6 7
63631,1 2 4 5 6 7
190167,1 2 4 5 6 7
228253,1 2 4 5 6 7
51420,1 2 4 5 6 7
389461,1 2 4 5 6 7
7407,1 2 4 5 6 7
38791,1 2 4 5 6 7
329473,1 2 4 5 6 7
32140,1 2 4 5 6 7
234080,1 2 4 5 6 7
433765,6 8
332479,6 8
313138,1 2 3 4 5 6 7
136882,1 2 4 5 6 7
67568,1 2 4 5 6 7
770,1 2 4 5 6 7
264001,1 2 4 5 6 7
332912,1 2 4 5 6 7
61995,1 2 4 5 6 7
265394,1 2 4 5 6 7
100909,3 8
396247,3 8
304406,3 8
470754,1 2 4 5 6 7
375656,1 2 4 5 6 7
130252,1 2 4 5 6 7
203623,1 2 5 6
145396,1 2 4 5 6 7
205617,1 2 4 5 6 7
221534,1 2 4 5 6 7
